id,shop_title,shop_price,shop_address,shop_factory,shop_store,shop_startingBatch,shop_availableQuantity,shop_ExpressFee,shop_deliveryTime,shop_articleNumber
1117,GX-001A分类推盖垃圾桶 清洁用品 环保垃圾桶,54.00,https://www.yiwugo.com/product/detail/924686310.html?q=E5 8F 91 E5 85 89 E7 8E 
1118,J-12A不锈钢行李架 酒店用品,260.00,https://www.yiwugo.com/product/detail/924444286.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,374,995660,10,48,F18
1119,J-12A不锈钢行李架 酒店用品,310.00,https://www.yiwugo.com/product/detail/924444329.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,263,334919,10,72,P26
1125,洁靓雅高鹏硅耐热玻璃套装A-29,80.00,https://www.yiwugo.com/product/detail/929278193.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,487,336876,10,48,B26
1126,耐热高鹏硅耐热玻璃水壶礼品套装A-10,69.00,https://www.yiwugo.com/product/detail/929277722.html?q=E5 8F 91 E5 85 89 E7 8E 
1127,洁靓雅A高鹏硅耐热玻璃套装A-27套装礼品盒,58.80,https://www.yiwugo.com/product/detail/929278150.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,418,637266,8,24,B12
1128,欧麦15005A一电一瓷陶瓷砂锅 炖锅汤煲 老火靓汤瓦煲,240.00,https://www.yiwugo.com/product/detail/929306061.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,392,748128,8,72,C26
1129,欧麦25A/35A/45A养生煲咖啡色（苏泊尔）陶瓷焖煲砂锅汤煲,37.00,https://www.yiwugo.com/product/detail/929306912.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,362,969045,8,48,B15
1130,A尤物良品韩版夏日碎冰杯少女猫爪杯双层制冷可爱清新塑料吸管杯,14.50,https://www.yiwugo.com/product/detail/931745207.html?q=E5 8F 91 E5 
1131,A新日用百货真空不锈钢杯子简约保温杯礼品定制logo水杯厂家直销,26.50,https://www.yiwugo.com/product/detail/931745247.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,283,589819,10,48,A12
1132,A尤物良品501夏日之吻冰激凌冰杯,13.50,https://www.yiwugo.com/product/detail/931745181.html?q=E5 8F 91 E5 85 89 E7 8E 
1133,A真空304不锈钢杯子儿童水晶球独角兽保温杯礼品定制logo水杯批发,26.00,https://www.yiwugo.com/product/detail/931745241.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,76,667836,8,48,A25
1134,A创意时尚新款独角兽卡通吸管杯 夏日冰杯碎冰杯 厂家批发定制,10.50,https://www.yiwugo.com/product/detail/931745251.html?q=E5 8F 91 E5 
1135,雪橇犬品牌 新款011A超轻超薄透气保暖羽绒睡袋0.85KG,138.00,https://www.yiwugo.com/product/detail/927790685.html?q=E5 8F 91 E5 85 89 E7 8E A,哈斯凯户外野营用品,义乌国际商贸城三区56门4楼5街,405,498487,5,24,P23
1136,雪橇犬厂家直供 新款011A羽绒睡袋 轻薄保暖透气全网低价 0.85KG,138.00,https://www.yiwugo.com/product/detail/927790670.html?q=E5 8F 91 E5 85 89 E7 8E A,哈斯凯户外野营用品,义乌国际商贸城三区56门4楼5街,331,778394,8,48,E29
1138,小号蜘蛛垫 23G加厚A品 145*85直角边 汽车硅胶防滑垫硅胶垫黑/透,1.00,https://www.yiwugo.com/product/detail/931587148.html?q=E5 8F 91 E5 85 89 E7 8E A,创是汽车用品,义乌国际商贸城五区107门4楼2街,78,990936,10,48,B20
1139,YZ-22A85 带灯绒毛眼罩 可颜色混装,2.10,https://www.yiwugo.com/product/detail/931162147.html?q=E5 8F 91 E5 85 89 E7 8E A,俊林面具,义乌国际商贸城一区15门1楼4街,418,354044,8,48,O13
1141,批发PP档案盒 办公用品85C塑料档案盒A4文件盒资料收纳3寸大容量,5.00,https://www.yiwugo.com/product/detail/930947609.html?q=E5 8F 91 E5 85 89 E7 8E A,洋毅纸塑软硬包装厂,浙江温州市苍南县龙港镇吴家弄村162号一层,96,498542,8,24,C16
1143,10倍手持阅带灯 12灯高倍鉴赏 古董珠宝鉴定放大镜 G85A,18.00,https://www.yiwugo.com/product/detail/929425468.html?q=E5 8F 91 E5 85 89 E7 8E A,宁波亚太光学仪器,义乌国际商贸城三区55门2楼4街,20,950939,5,72,E28
1144,10倍手持放大镜阅读带灯 12灯高倍鉴赏古董珠宝鉴定放大镜 G85A,18.00,https://www.yiwugo.com/product/detail/930628365.html?q=E5 8F 91 E5 85 89 E7 8E A,宁波亚太光学仪器,义乌国际商贸城三区55门2楼4街,450,831762,5,48,E10
1145,YZ-22A85 带灯绒毛眼罩 可颜色混装,2.10,https://www.yiwugo.com/product/detail/925322415.html?q=E5 8F 91 E5 85 89 E7 8E A,俊林面具,义乌国际商贸城一区15门1楼4街,127,241038,8,48,B29
1146,卓越佳印A4复印纸85克5件一箱批发办公打印纸纯木浆复印纸 [免邮],34.45,https://www.yiwugo.com/product/detail/932519062.html?q=E5 8F 91 E5 85 89 E7 8E A,锦胜外贸,产业带1楼,575,997597,8,72,F23
1147,亚太森博 红百旺75克85克100克 A3 A4复印纸85g 100g 厂家直销,31.20,https://www.yiwugo.com/product/detail/932504506.html?q=E5 8F 91 E5 85 89 E7 8E A,锦胜外贸,产业带1楼,179,562043,8,48,E25
1148,批发pp档案盒 办公用品85c塑料档案盒A4文件盒资料收纳3寸大容量,2.08,https://www.yiwugo.com/product/detail/932493785.html?q=E5 8F 91 E5 85 89 E7 8E A,锦胜外贸,产业带1楼,323,694074,8,48,P24
1153,批发 圣诞彩带彩条拉花 毛条婚庆 圣诞礼品装饰 A-576,0.65,https://www.yiwugo.com/product/detail/926719206.html?q=E5 8F 91 E5 85 89 E7 8E A,东阳市美恒工艺品有限公司,义乌国际商贸城一区2门4楼3街,576,984590,5,72,F10
1154,厂家批发学生笔记本文具创意商务办公A5平装仿皮记事本子定制LOGO,8.50,https://www.yiwugo.com/product/detail/931232654.html?q=E5 8F 91 
1155,厂家直销活页记事本商务笔记本文具定制A5活页本 6孔皮日记本批发,11.50,https://www.yiwugo.com/product/detail/931240714.html?q=E5 8F 91 
1156,现货A4文件夹多功能经理夹办公销售商务资料册夹板销讲夹定制LOGO,22.50,https://www.yiwugo.com/product/detail/931207351.html?q=E5 8F 91 
1157,A5仿皮商务办公礼品PU平装笔记本实用皮面搭扣记事本子可定制logo,10.00,https://www.yiwugo.com/product/detail/931213657.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,514,47947,8,72,O16
1158,厂家定做创意笔记本子商务带扣PU皮面a5记事本皮面日记本定制LOGO,9.80,https://www.yiwugo.com/product/detail/931263654.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,349,723892,5,48,B29
1159,拉美拉镀金不锈钢睫毛夹 弹力广角卷翘 附送替换胶垫 A0398,5.00,https://www.yiwugo.com/product/detail/931004472.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,295,232254,10,72,E14
1160,拉美拉 非乳胶气垫粉扑 圆形卸妆扑干湿两用2个装美妆工具A708,3.00,https://www.yiwugo.com/product/detail/931425173.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,191,267188,8,72,A29
1161,遇水变大面部上妆盒装粉扑 亲水性聚氨酯八个装粉扑A80030,3.90,https://www.yiwugo.com/product/detail/930983266.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,259,494008,5,72,F13
1162,拉美拉折叠式修眉刀片 刮眉刀修眉剪剃眉刀 修眉刀3支装 A0369,5.00,https://www.yiwugo.com/product/detail/931421437.html?q=E5 8F 91 E5 
1163,拉美拉LAMEILA 锋利不锈钢修眉刀3支装安全网防刮伤刮眉刀A920,4.00,https://www.yiwugo.com/product/detail/931004994.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,402,750044,5,72,F24
1164,奖状证书收集册收藏袋收纳盒幼儿园儿童荣誉证书小学生资料册a4,15.00,https://www.yiwugo.com/product/detail/930127549.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,86,697754,5,24,F28
1165,菜谱本子A4精装点菜皮面夹酒店西餐厅饭店酒水价目表,16.00,https://www.yiwugo.com/product/detail/928628532.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,362,48024,5,24,O18
1166,高光相纸A4 A3 5寸6寸7寸喷墨打印相纸200g230g,2.90,https://www.yiwugo.com/product/detail/928618480.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,415,225284,5,24,F25
1167,PVC装订胶片A3 A4 装订封面 透明胶片纸塑料片 新华升,11.50,https://www.yiwugo.com/product/detail/925548595.html?q=E5 8F 91 E5 85 89 
1168,文件夹 公文包 经理夹 a4多功能公文夹皮质 收纳夹 夹资料夹,25.00,https://www.yiwugo.com/product/detail/929763475.html?q=E5 8F 91 E5 85 
1169,GPX-12A丽格王座地烟灰桶 酒店用品,163.00,https://www.yiwugo.com/product/detail/924231123.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,33,876405,5,72,C19
1170,GPX-40A（砂刚）方形菊花格座地烟灰桶 酒店用品,225.00,https://www.yiwugo.com/product/detail/924455791.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,560,741091,5,24,B11
1171,GPX-12A丽格王座地烟灰桶 酒店用品,215.00,https://www.yiwugo.com/product/detail/926648460.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,446,647518,5,24,O16
1172,GPX-12A丽格王座地烟灰桶 酒店用品,275.00,https://www.yiwugo.com/product/detail/926648494.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,27,559473,8,24,E22
1173,GX-024A圆形皮革面客房垃圾桶 酒店用品 清洁用品,16.00,https://www.yiwugo.com/product/detail/924704150.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,208,834286,10,24,O21
1179,高鹏硅耐热玻璃套装礼品盒A-12,38.00,https://www.yiwugo.com/product/detail/929277767.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,175,74088,10,48,B26
1180,耐热高鹏硅耐热玻璃水壶礼品套装A-07,73.50,https://www.yiwugo.com/product/detail/929276671.html?q=E5 8F 91 E5 85 89 E7 8E 
1181,套装礼品盒A-44调味罐矮款,50.20,https://www.yiwugo.com/product/detail/929278273.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,346,275315,8,48,P20
1182,欧麦25A/35A/45A养生煲带花（苏泊尔）陶瓷焖煲砂锅汤煲,49.50,https://www.yiwugo.com/product/detail/929306919.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,206,524537,5,72,P21
1183,海贝HBPWCY-L5+1A五福鳞门,20.00,https://www.yiwugo.com/product/detail/929308092.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,467,914695,5,48,C14
1184,A百友卡通夏季推盖冰杯创意学生保冷水杯双层牛油果吸管喝水杯子,12.48,https://www.yiwugo.com/product/detail/931745276.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,366,518589,5,24,C10
1185,A尤物良品夏日碎冰杯少女独角兽冰杯双层制冷可爱清新塑料吸管,14.50,https://www.yiwugo.com/product/detail/931745193.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,157,272770,5,24,F21
1186,A卡通可爱兔子冰杯 夏日碎冰杯休闲学生水杯创意可爱卡通吸管冰杯,16.50,https://www.yiwugo.com/product/detail/931745170.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,286,521964,8,24,C30
1187,A韩式透明亮片式吸管杯双层塑料水杯 大容量随手杯 厂家现货批发,12.50,https://www.yiwugo.com/product/detail/931745220.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,367,899336,10,24,O28
1188,A糖豆兔304不钢保温杯 卡通可爱儿童水杯家居日用直身杯现货批发,20.50,https://www.yiwugo.com/product/detail/931745162.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,137,74974,5,72,P17
1189,A6010洗衣刷尖头熨斗型刷子 衣服塑料刷 毛刷子,0.88,https://www.yiwugo.com/product/detail/933468206.html?q=E5 8F 91 E5 85 89 E7 8E 
1190,喷头通用喷头A枪塑料喷头方枪喷头F枪喷头喷壶头喷嘴通用喷嘴酒精,0.80,https://www.yiwugo.com/product/detail/933294992.html?q=E5 8F 91 E5 85 89 E7 8E A,恒煜日用百货商行,义乌国际商贸城二区41门2楼5街,269,379545,5,48,O26
1191,喷头通用喷头A枪塑料喷头方枪喷头F枪喷头喷壶头喷嘴通用喷嘴酒精,0.55,https://www.yiwugo.com/product/detail/933294967.html?q=E5 8F 91 E5 85 89 E7 8E A,恒煜日用百货商行,义乌国际商贸城二区41门2楼5街,472,26521,5,24,B30
1193,金豪599A正品透明示范正姿笔特细铱金钢笔学生财务书写,3.90,https://www.yiwugo.com/product/detail/932336293.html?q=E5 8F 91 E5 85 89 E7 8E A,富都礼品笔业,义乌国际商贸城三区53门1楼3街,56,993491,10,24,B13
1194,KARUIDA 计算器生产供应 银色桌面办公用商务 KK-3032A,5.00,https://www.yiwugo.com/product/detail/933488146.html?q=E5 8F 91 E5 85 89 E7 8E A,领辉电子,义乌国际商贸城三区52门2楼12街,578,623734,10,48,B22
1195,百褶裙女短裙高腰韩版新款半身裙女夏季秋大码a字群刺绣学生裙子,24.50,https://www.yiwugo.com/product/detail/933487897.html?q=E5 8F 91 E5 85 89 E7 8E A,青枢贸易商行,义乌篁园服装市场9门1楼4街,93,743749,8,48,P27
1196,百褶裙女彩条202新款高腰秋冬a字裙学生院风防走光短裙裤半身裙,19.50,https://www.yiwugo.com/product/detail/933487993.html?q=E5 8F 91 E5 85 89 E7 8E A,青枢贸易商行,义乌篁园服装市场9门1楼4街,183,879589,10,72,A27
1197,A形木压板拐杖高档木质刻字龙头助行器木头拐棍手杖,9.50,https://www.yiwugo.com/product/detail/927285767.html?q=E5 8F 91 E5 85 89 E7 8E 
1199,脚板搓吸卡8F,0.85,https://www.yiwugo.com/product/detail/928515929.html?q=E5 8F 91 E5 85 89 E7 8E A,金鑫美容工具 
1200,厂家直销商务6孔笔记本皮面活页记事本 a5日记本办公文具定制LOGO,14.00,https://www.yiwugo.com/product/detail/931239440.html?q=E5 8F 91 
1201,厂家直销高档创意活页笔记本礼盒装组合商务A5记事本套装定制LOGO,36.00,https://www.yiwugo.com/product/detail/931239417.html?q=E5 8F 91 
1203,现货批发商务资料夹带计算器PU皮多功能A4经理夹文件夹可定制logo,18.00,https://www.yiwugo.com/product/detail/931239340.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,331,97160,5,24,E18
1204,厂家批发创意A4笔记本文具学生办公商务记事本子大尺寸日记本定制,11.80,https://www.yiwugo.com/product/detail/931246160.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,37,755561,8,72,O23
1205,拉美拉自然透气防水双眼皮贴橄榄形100回批发A195,2.20,https://www.yiwugo.com/product/detail/931004819.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,81,147761,10,24,F11
1206,美妆蛋套装 亲水性干湿两用泡水大水滴粉扑+鸡蛋托架A79916,4.90,https://www.yiwugo.com/product/detail/930983236.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,539,897125,8,24,P17
1207,3支修眉刀锋利安全剃眉毛可折叠便携刮眉毛刀美妆工具A937,4.80,https://www.yiwugo.com/product/detail/931586965.html?q=E5 8F 91 E5 85 89 
1208,拉美拉 双头折叠式修眉刀微距安全网刮眉刀单个装批发直销 A926,3.20,https://www.yiwugo.com/product/detail/931004871.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,236,83994,10,24,F23
1209,拉美拉植绒粉扑 圆形蝴蝶结白色粉扑 定妆多用腮红散粉扑 A80018,2.20,https://www.yiwugo.com/product/detail/930981871.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,268,687957,10,24,F28
1210,新华升A5/竖岗位牌职务牌胸卡证件卡挂带证件带皮卡ID,2.60,https://www.yiwugo.com/product/detail/928581970.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,267,81646,10,72,O15
1211,a4彩色软磁片白板磁贴办公教学磁性纸黑板强磁铁吸贴可裁剪磁力贴,2.80,https://www.yiwugo.com/product/detail/929834376.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,211,133189,5,72,P26
1212,高档菜单西式透明夹页菜谱本菜单本A4文件夹3页6面菜单,18.00,https://www.yiwugo.com/product/detail/928699595.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,263,920444,10,24,O23
1213,A3双层亚克力插槽卡槽职务牌岗位牌姓名牌展示牌更换式相片框,0.50,https://www.yiwugo.com/product/detail/928581762.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,145,926992,10,48,A10
1214,A字牌请勿泊车告示牌禁止停车警示牌专用车位小心地滑停车牌,10.50,https://www.yiwugo.com/product/detail/928632502.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,20,84164,8,48,B29
1215,GX-035A 废渣桶 垃圾桶 酒店用品 客房桶,29.00,https://www.yiwugo.com/product/detail/925639742.html?q=E5 8F 91 E5 85 89 E7 8E 
1216,GX-007A 7#摇盖垃圾桶 清洁用品 户外垃圾桶,34.00,https://www.yiwugo.com/product/detail/924697689.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,330,240173,10,24,C11
1217,GX-001A 分类推盖垃圾桶 户外垃圾桶,54.00,https://www.yiwugo.com/product/detail/925614027.html?q=E5 8F 91 E5 85 89 E7 8E 
1218,LG-A型 双节伸缩带栏杆座 酒店用品,130.00,https://www.yiwugo.com/product/detail/924638300.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,97,703178,5,72,C11
1219,LG-A型 双节伸缩带栏杆座 酒店用品,172.00,https://www.yiwugo.com/product/detail/923944354.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,69,754415,5,24,F23
1225,耐热高鹏硅耐热玻璃水壶礼品套装A-08,56.00,https://www.yiwugo.com/product/detail/929276705.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,435,559568,8,48,A30
1226,高鹏硅耐热玻璃套装礼品盒A-15,65.00,https://www.yiwugo.com/product/detail/929277870.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,206,356033,5,24,F26
1227,高鹏硅耐热玻璃套装礼品盒A-06,69.50,https://www.yiwugo.com/product/detail/929276424.html?q=E5 8F 91 E5 85 89 E7 8E 
1228,27头A白玉瓷钢化玻璃套装碗,137.00,https://www.yiwugo.com/product/detail/929297242.html?q=E5 8F 91 E5 85 89 E7 8E 
1229,A320/A330/A340/A350/A360明火耐高温陶瓷砂锅 彩色传统砂锅汤煲,47.20,https://www.yiwugo.com/product/detail/929266382.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,222,868297,8,24,B20
1230,A创意时尚新款独角兽卡通吸管杯 夏日冰杯碎冰杯 厂家批发定制,10.50,https://www.yiwugo.com/product/detail/931745251.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,102,274075,10,48,C20
1231,A尤物良品韩版夏日碎冰杯少女猫爪杯双层制冷可爱清新塑料吸管杯,14.50,https://www.yiwugo.com/product/detail/931745207.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,488,868717,10,24,A15
1232,A新日用百货真空不锈钢杯子简约保温杯礼品定制logo水杯厂家直销,26.50,https://www.yiwugo.com/product/detail/931745247.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,543,314879,5,48,P20
1233,A尤良品网红夏季碎冰杯可爱少女心冰杯双层保冷杯子米老鼠塑料杯,16.50,https://www.yiwugo.com/product/detail/931745164.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,25,799940,10,48,F25
1234,A尤物良品夏季新款出彩杯 创意吸管杯家居户外随行杯批发,11.50,https://www.yiwugo.com/product/detail/931745254.html?q=E5 8F 91 E5 85 89 E7 8E A,少女系创意礼品厂,义乌国际商贸城一区5门3楼6街,455,957861,8,72,A29
1235,KIYO 85A TONER CARTRIDGE 打印机硒鼓,30.00,https://www.yiwugo.com/product/detail/930227756.html?q=E5 8F 91 E5 85 89 E7 8E A,魁耀办公设备有限公司,义乌国际商贸城三区51门2楼3街,32,786718,5,48,A25
1237,厂家直销 棕刚玉平形砂轮 磨浆机砂轮片 200*25*85 A30P,1.00,https://www.yiwugo.com/product/detail/931667842.html?q=E5 8F 91 E5 85 89 E7 8E A,江西拓普莱研磨有限公司,江西省宜春奉新县赤田镇十五里亭,190,796184,5,72,P18
1243,雄图 中国梦 惠普 HP85A硒鼓,80.00,https://www.yiwugo.com/product/detail/926106395.html?q=E5 8F 91 E5 85 89 E7 8E A,雄图办公 硒鼓 
1245,美甲修甲工具四件套 指甲剪 去死皮刀 脚挫 死皮剪 A85#美容工具,3.80,https://www.yiwugo.com/product/detail/923312736.html?q=E5 8F 91 E5 
1250,厂家定制仿皮a5商务活页本高档办公记事本 带扣活页笔记本子批发,15.50,https://www.yiwugo.com/product/detail/931243042.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,418,488695,5,72,B24
1251,活页记事本 A5笔记本文具创意活页夹办公本商务日记本子 订制logo,15.00,https://www.yiwugo.com/product/detail/931226408.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,51,416227,10,72,B19
1252,商务笔记本文具本子简约16k大线圈本侧翻厚笔记本学生A6/A5日记本,2.50,https://www.yiwugo.com/product/detail/931232474.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,441,121588,5,48,E30
1253,跨境专供笔记本办公文具批发商务活页本a5记事本皮面日记本子定制,18.50,https://www.yiwugo.com/product/detail/931243057.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,256,61611,10,72,B15
1254,厂家供应A6小清新拉链活页本纯色手帐本商务记事本文具日记本定制,17.00,https://www.yiwugo.com/product/detail/931244417.html?q=E5 8F 91 E5 85 89 E7 8E A,金财文具,义乌国际商贸城三区51门2楼7街,121,834622,10,24,C17
1255,拉美拉 修眉刀片 不锈钢刀片10片装刀片锋利轻快耐用纸卡装 A927,2.80,https://www.yiwugo.com/product/detail/931586883.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,248,180732,8,48,A20
1256,拉美拉 不锈钢修眉刀眉钳美容剪 美容工具三合一组合套装 A0876,4.80,https://www.yiwugo.com/product/detail/931425036.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,512,574245,5,72,F17
1257,拉美拉折叠式单支修眉刀 不锈钢刀片剃眉刀带保护网批发A0228,1.50,https://www.yiwugo.com/product/detail/931425105.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,195,320856,10,72,A23
1258,kiki 2.1a安 1米水波纹编织充电线二合一手机支架适用苹果数据线,7.50,https://www.yiwugo.com/product/detail/931501894.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,477,571632,10,24,F29
1259,拉美拉 不锈钢卷翘睫毛夹 单支装整体式睫毛卷翘器附送胶条A0336,3.30,https://www.yiwugo.com/product/detail/931004463.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌姐弟2元10元多元配货饰品百货美妆文具,义乌国际商贸城五区4楼,415,882565,8,72,O14
1260,高档餐馆A4皮革菜谱封皮餐厅菜单本餐桌菜单夹点菜夹价,18.00,https://www.yiwugo.com/product/detail/928628714.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,497,633063,10,24,P27
1261,高档菜单西式透明夹页菜谱本菜单本A4文件夹4页8面菜单,24.00,https://www.yiwugo.com/product/detail/928699588.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,188,757831,10,48,P11
1262,新华升 胸卡 硬胶套 挂带 证件卡 防水卡 ID A1 B1 A2 B2 B3 B4,0.07,https://www.yiwugo.com/product/detail/928665617.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,531,163003,5,24,F15
1263,高档菜单西式透明夹页菜谱本菜单本A4文件夹1页2面菜单,4.50,https://www.yiwugo.com/product/detail/928699607.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,440,957492,10,24,F28
1264,原木水晶餐牌t型强磁台签a4台卡水牌展示架亚克力广告立牌桌牌,8.00,https://www.yiwugo.com/product/detail/928766371.html?q=E5 8F 91 E5 85 89 E7 8E A,新华升贸易,义乌国际商贸城三区51门2楼3街,348,537483,10,48,O13
1265,GPX-78A1 新概念烟灰桶 酒店用品 清洁用品,465.00,https://www.yiwugo.com/product/detail/924513822.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市财发不锈钢制品商行,义乌国际商贸城二区3楼,294,166106,5,24,E30
